70.0000	0.487127992	1.286436858	70.0000	0.4917	1.286436858	70	0.491456195	1.279443637	70	0.493349784	1.280807315	70	0.494161322	1.274723212
80.0000	0.253511646	1.411367241	80.0000	0.2546	1.411367241	80	0.254576228	1.407816689	80	0.255041983	1.408509046	80	0.255241592	1.405420067
90.0000	8.90207E-17	1.453865728	90.0000	0.0000	1.453865728	90	8.90207E-17	1.453865728	90	8.90207E-17	1.453865728	90	8.90207E-17	1.453865728
100.0000	-0.177458152	1.411367241	100.0000	-0.1782	1.411367241	100	-0.17820336	1.407816689	100	-0.178529388	1.408509046	100	-0.178669114	1.405420067
110.0000	-0.340989594	1.286436858	110.0000	-0.3442	1.286436858	110	-0.344019336	1.279443637	110	-0.345344849	1.280807315	110	-0.345912925	1.274723212
120.0000	-0.472925096	1.094260345	120.0000	-0.4804	1.094260345	120	-0.479950924	1.084036939	120	-0.483024724	1.086030503	120	-0.484342067	1.07713614
130.0000	-0.561370064	0.8581271	130.0000	-0.5753	0.8581271	130	-0.574497175	0.844984143	130	-0.580240286	0.84754702	130	-0.58270162	0.836112647
140.0000	-0.603098797	0.606617767	140.0000	-0.6267	0.606617767	140	-0.625318006	0.590954601	140	-0.635038909	0.594008918	140	-0.639205011	0.580381963
150.0000	-0.608231991	0.370153965	150.0000	-0.6470	0.370153965	150	-0.644739265	0.352446507	150	-0.660711197	0.355899461	150	-0.667556311	0.340493972
160.0000	-0.615473774	0.177326382	160.0000	-0.6822	0.177326382	160	-0.67830971	0.158112664	160	-0.705800433	0.161859339	160	-0.717582171	0.145143404
170.0000	-0.600833333	0.051444198	170.0000	-0.7000	0.051444198	170	-0.6942	0.0313	170	-0.735	0.035234574	170	-0.7525	0.017716099
180.0000	0	0.007722098	180.0000	0.0000	0.007722098	180	0.0000	0.0100	180	0	0.01	180	0	0.01
